age,bmi,gender_num,activity_num,fitness_num,stress_num,meal_type_num,calorie_gap,protein_gap,calorie_ratio,is_vegetarian,is_vegan,is_diabetic,is_gluten_free,meals_per_day,sleep_quality,meal_calories,meal_protein,meal_carbs,meal_fat,meal_fiber,within_meal_class_band,accepted,goal_lose_weight,goal_gain_muscle,goal_maintain,goal_improve_health,goal_athletic_performance
27,15.3,1,2,2,3,4,1620.6,14.6,0.227,1,0,0,0,4,1,474.9,30.6,74.8,5.9,2.8,1,1,0,1,0,0,0
60,35.2,0,3,1,2,3,2986.4,40.5,0.021,0,0,0,0,4,1,63.9,4.2,7.1,2.1,0.2,1,1,1,0,0,0,0
52,34.9,0,3,3,2,1,1245.9,-9.1,0.076,1,0,0,0,3,1,102.1,6.4,16.6,1.1,1.1,1,1,1,0,0,0,0
50,28.7,1,3,2,2,4,1220.5,90.4,0.303,1,0,0,0,4,1,531.0,38.4,78.1,7.2,5.3,1,1,1,0,0,0,0
63,45.5,0,4,1,2,3,2596.3,8.2,0.051,1,0,0,0,4,1,138.4,8.0,18.2,3.8,2.0,1,1,0,0,1,0,0
18,24.2,0,1,2,1,2,700.9,79.6,0.491,1,0,0,0,3,1,675.0,38.7,89.0,18.3,5.0,1,1,0,1,0,0,0
27,15.5,1,3,1,2,3,1836.2,43.0,0.048,0,0,0,0,3,1,92.8,7.8,10.7,2.1,0.7,1,1,0,0,0,1,0
57,25.4,1,2,3,4,3,1213.9,33.3,0.099,1,0,0,0,2,1,133.0,9.4,18.0,2.6,1.0,1,0,0,1,0,0,0
65,18.3,1,3,1,3,2,1725.8,92.2,0.257,0,0,0,0,3,1,596.0,51.1,61.6,16.1,5.2,1,1,0,0,0,1,0
20,25.4,1,1,2,4,4,2078.8,53.4,0.168,0,0,0,0,2,1,418.6,5.8,76.0,10.2,3.4,1,1,0,1,0,0,0
48,37.3,1,3,1,4,1,1985.9,40.9,0.098,0,0,0,0,3,0,214.7,4.9,40.9,3.5,2.6,1,1,0,1,0,0,0
16,17.7,1,3,2,4,3,1499.3,50.2,0.119,1,1,0,0,2,0,203.0,15.5,30.9,1.9,0.6,1,1,0,1,0,0,0
51,14.6,0,3,1,1,3,1817.7,-4.8,0.081,0,0,0,0,4,1,160.8,4.8,30.5,2.2,0.2,1,1,0,0,1,0,0
52,34.0,0,1,1,3,4,1430.7,27.9,0.216,0,0,0,0,4,1,395.0,25.1,60.6,5.8,2.8,1,1,0,0,1,0,0
33,15.5,1,3,2,3,1,2616.1,3.9,0.08,0,0,0,0,3,1,227.9,16.0,35.1,2.6,0.1,1,1,0,0,0,1,0
30,34.8,0,1,1,1,2,2339.6,83.4,0.146,1,0,0,1,3,1,399.1,9.8,70.9,8.5,3.4,1,1,1,0,0,0,0
32,38.1,0,3,2,2,1,1127.7,5.6,0.18,0,0,0,0,3,0,248.1,5.0,38.9,8.1,2.4,1,1,0,0,0,0,1
39,24.0,1,5,2,2,4,2242.2,-0.1,0.201,0,0,0,0,3,1,563.9,7.3,95.5,16.9,3.5,1,1,0,0,0,1,0
61,23.1,1,2,1,3,2,2036.0,-12.5,0.195,0,0,0,0,3,1,493.8,15.2,98.1,4.5,4.4,1,1,0,1,0,0,0
27,27.8,0,1,2,3,1,1475.6,23.4,0.138,1,0,0,0,4,1,235.9,11.3,37.6,4.5,0.8,1,1,1,0,0,0,0
62,24.0,0,1,1,1,4,2396.6,84.1,0.165,0,0,0,0,3,0,473.8,12.2,73.6,14.5,4.3,1,1,1,0,0,0,0
50,28.3,1,3,2,2,4,1199.3,66.4,0.309,0,0,0,0,3,1,536.7,38.5,76.2,8.7,4.7,1,1,1,0,0,0,0
65,12.9,1,3,2,2,1,2304.0,11.1,0.039,1,0,0,0,4,1,94.2,1.2,17.3,2.2,1.0,1,1,1,0,0,0,0
39,19.0,0,1,2,2,4,1404.0,81.1,0.212,0,0,0,0,3,1,378.1,14.5,58.6,9.5,4.2,1,1,1,0,0,0,0
48,30.6,0,3,2,1,1,2529.6,4.2,0.106,1,0,0,0,3,0,298.7,14.3,45.4,6.6,0.4,1,1,0,1,0,0,0
49,26.9,0,5,2,2,2,2240.3,36.4,0.232,0,0,0,0,3,1,675.8,34.7,117.6,7.4,6.3,1,1,0,1,0,0,0
16,27.8,1,2,2,2,1,2620.3,89.0,0.03,1,0,0,0,3,1,79.9,1.5,16.0,1.1,1.0,1,1,1,0,0,0,0
41,29.0,1,1,1,2,3,2778.2,43.2,0.063,0,0,0,0,3,0,186.4,10.4,25.8,4.6,2.7,1,1,0,0,0,0,1
53,21.2,1,2,2,2,3,1980.1,7.3,0.05,1,0,0,0,3,1,103.6,5.5,14.6,2.6,0.4,1,1,0,0,1,0,0
38,17.1,1,5,2,4,2,1311.5,78.7,0.249,1,0,1,0,3,0,434.7,14.1,82.9,5.2,5.4,1,0,0,1,0,0,0
64,19.8,1,2,3,3,3,2015.3,45.0,0.097,1,0,0,0,4,1,217.2,17.6,30.1,2.9,0.7,1,1,0,0,1,0,0
59,17.6,1,3,1,1,4,2019.8,0.8,0.16,0,0,0,0,3,1,384.1,22.5,62.5,4.9,3.2,1,1,0,0,1,0,0
42,27.0,0,2,2,4,1,2376.4,74.0,0.11,0,0,0,1,3,1,293.2,15.9,38.1,8.6,0.9,1,1,0,0,1,0,0
70,18.8,0,3,2,2,1,1575.6,3.8,0.078,1,0,0,0,3,1,133.7,10.1,20.9,1.1,1.5,1,1,0,0,1,0,0
59,30.4,1,3,3,2,4,2349.0,94.4,0.153,0,0,0,0,3,0,423.0,7.8,76.5,9.6,2.9,1,1,0,1,0,0,0
52,13.0,0,1,1,2,3,2339.0,67.2,0.045,0,0,0,0,2,1,111.2,8.8,12.2,3.0,1.6,1,1,1,0,0,0,0
31,26.1,0,1,1,1,4,2053.6,4.1,0.123,1,0,0,0,3,0,288.4,12.2,42.5,7.7,0.4,1,1,1,0,0,0,0
44,46.6,1,1,2,3,4,1629.0,93.3,0.255,0,0,0,0,4,1,558.7,46.2,67.4,11.6,1.1,1,1,0,1,0,0,0
56,21.7,0,1,1,2,2,1526.8,31.0,0.187,1,0,0,0,2,0,350.0,25.8,38.8,10.2,1.8,1,1,0,1,0,0,0
67,33.9,0,3,1,3,2,1002.2,24.9,0.378,1,0,0,0,3,1,608.0,25.4,104.6,9.8,2.1,1,1,0,1,0,0,0
63,39.5,0,1,1,2,3,2502.3,-27.1,0.049,0,0,0,0,3,0,128.6,4.7,24.6,1.3,1.9,1,1,0,0,1,0,0
30,34.2,1,2,1,3,4,2334.0,4.6,0.111,1,0,0,0,3,0,290.2,5.4,49.9,7.7,0.6,1,1,0,0,0,0,1
69,44.4,1,1,2,2,1,1405.2,20.6,0.163,0,0,0,0,2,0,273.2,5.3,48.2,6.6,0.9,1,1,0,0,1,0,0
51,36.6,1,1,3,3,1,1562.4,21.5,0.106,1,0,0,0,4,1,185.9,2.5,32.4,5.1,1.6,1,0,1,0,0,0,0
65,32.3,1,3,1,4,1,1166.6,0.2,0.175,0,0,0,0,3,0,246.9,16.1,30.4,6.8,0.5,1,1,0,0,0,1,0
17,19.1,0,4,1,2,4,1320.9,78.1,0.205,0,0,0,0,3,1,339.7,13.1,52.0,8.8,1.4,1,1,1,0,0,0,0
68,25.8,0,4,2,3,3,2691.4,20.4,0.03,0,0,0,0,4,1,83.0,5.5,10.8,2.0,0.7,1,1,0,0,0,1,0
42,36.1,0,1,2,1,2,1086.3,33.7,0.277,0,0,0,1,3,0,417.1,6.2,76.1,9.8,2.4,1,1,0,0,0,1,0
20,15.5,1,2,3,1,1,1710.2,-22.4,0.139,0,0,0,0,3,1,275.6,21.9,29.4,7.8,3.3,1,1,0,0,0,1,0
29,26.0,1,2,1,3,2,1815.7,57.7,0.231,0,0,0,0,3,1,545.3,37.3,66.1,14.6,4.6,1,1,0,0,1,0,0
48,26.1,0,3,3,4,3,2791.0,1.3,0.039,0,0,0,0,3,1,114.2,6.9,14.4,3.3,0.6,1,1,0,0,1,0,0
44,10.7,0,1,1,1,3,1095.3,92.6,0.165,0,0,0,0,4,0,217.2,6.2,41.1,3.1,2.5,1,1,1,0,0,0,0
25,31.7,1,1,1,2,3,1362.7,73.1,0.076,1,0,0,0,2,1,112.0,9.1,12.3,2.9,1.2,1,1,1,0,0,0,0
35,26.1,1,1,1,3,4,1533.7,48.3,0.267,1,0,0,0,2,1,557.7,43.4,81.2,6.6,5.2,1,1,0,1,0,0,0
52,36.8,1,1,2,4,1,1577.9,44.3,0.084,1,0,1,0,3,0,144.0,6.1,27.0,1.3,0.2,1,0,0,0,0,0,1
46,32.1,1,1,2,3,1,1621.2,23.8,0.102,1,0,0,0,3,1,184.7,11.8,25.4,4.0,0.3,1,0,1,0,0,0,0
38,24.2,0,5,1,3,1,1437.7,76.6,0.05,1,0,1,0,2,1,75.8,6.3,7.3,2.4,1.0,1,1,1,0,0,0,0
63,34.0,1,2,1,3,1,1692.8,-3.9,0.16,0,0,0,0,2,1,322.8,16.8,54.7,4.1,0.3,1,1,1,0,0,0,0
58,35.6,0,2,1,2,4,1337.4,82.7,0.231,0,0,0,0,3,1,401.8,34.5,58.5,3.3,1.9,1,1,0,0,0,1,0
61,52.7,1,2,1,3,3,1880.8,-21.9,0.048,1,0,0,0,4,0,94.4,8.2,8.4,3.1,0.4,1,1,1,0,0,0,0
30,27.2,1,1,2,2,2,1542.4,28.4,0.263,1,0,0,0,3,0,550.5,24.5,95.5,7.8,4.8,1,1,0,0,1,0,0
35,40.7,1,4,2,2,1,2023.9,64.5,0.142,0,0,0,0,3,1,335.1,7.2,65.8,4.8,4.4,1,1,1,0,0,0,0
63,23.6,0,1,1,4,2,2002.3,-12.6,0.177,0,0,0,0,3,0,430.8,6.2,94.0,3.3,5.0,1,1,0,0,1,0,0
47,24.0,0,1,2,1,4,1228.0,94.1,0.287,1,0,0,0,3,1,494.8,13.7,97.5,5.6,1.3,1,1,1,0,0,0,0
65,34.4,1,3,1,4,1,2098.3,37.4,0.083,1,0,0,0,2,1,191.0,14.2,30.6,1.3,2.9,1,1,0,0,1,0,0
44,28.5,0,2,1,2,2,1604.7,46.1,0.264,0,0,0,0,3,1,576.1,11.1,107.7,11.2,1.4,1,1,0,0,0,0,1
27,31.9,0,1,1,2,2,2271.7,38.1,0.148,1,0,0,0,3,1,393.2,8.3,74.1,7.1,2.1,1,1,0,0,1,0,0
18,23.5,1,3,1,3,1,1947.4,-14.7,0.071,1,0,0,0,3,1,149.8,10.5,20.9,2.7,1.4,1,1,1,0,0,0,0
47,25.8,1,1,2,2,1,1546.2,-23.6,0.124,1,0,1,0,4,0,218.7,12.9,31.4,4.6,2.7,1,1,0,1,0,0,0
35,12.0,0,2,1,3,2,2523.7,12.0,0.195,0,0,0,0,4,1,612.3,24.2,119.8,4.0,6.1,1,1,0,0,1,0,0
46,47.6,1,2,1,2,1,1236.1,59.5,0.18,0,0,0,0,4,0,271.6,16.2,31.5,9.0,2.0,1,1,1,0,0,0,0
32,24.3,0,2,2,2,2,1953.6,-14.7,0.262,0,0,0,0,3,1,692.7,8.7,154.7,4.3,5.0,1,1,0,0,0,1,0
38,26.5,1,2,2,2,3,2696.9,94.8,0.022,0,0,0,0,3,0,60.5,2.3,10.6,1.0,0.5,1,1,0,1,0,0,0
67,25.0,1,3,3,2,4,2764.9,42.2,0.097,1,0,0,0,3,1,297.9,15.4,44.9,6.3,3.0,1,1,0,1,0,0,0
25,19.2,0,2,2,1,2,1778.3,-25.9,0.268,1,0,0,0,3,1,652.6,44.9,81.3,16.4,2.5,1,1,0,0,1,0,0
35,45.3,1,4,3,2,4,2690.1,10.3,0.109,1,0,1,0,4,0,329.3,12.5,55.7,6.3,4.3,1,1,1,0,0,0,0
24,23.4,1,3,2,1,1,1615.4,-27.1,0.164,0,0,0,0,3,1,317.9,6.4,53.8,8.5,3.6,1,1,0,0,0,0,1
33,27.8,0,2,1,1,1,1530.9,6.8,0.095,1,1,0,0,3,1,161.6,5.9,31.1,1.5,1.7,1,1,0,0,0,0,1
17,12.2,0,2,1,2,4,2091.0,39.4,0.154,0,0,0,0,3,1,380.0,28.0,45.3,9.6,3.8,1,1,0,0,1,0,0
67,28.9,0,3,2,2,2,2370.2,56.5,0.193,0,0,0,0,2,1,565.9,45.8,74.7,9.3,5.6,1,1,0,0,0,0,1
23,37.7,0,2,1,2,4,2318.4,39.3,0.187,1,0,0,0,3,1,535.0,19.8,85.6,12.6,6.3,1,1,0,1,0,0,0
37,25.3,1,4,1,3,2,1044.5,-15.1,0.359,0,0,0,0,3,1,584.4,39.7,73.1,14.8,6.7,1,1,0,1,0,0,0
41,31.0,1,3,2,2,1,1175.1,-30.0,0.202,1,1,0,0,4,1,296.9,23.5,30.3,9.1,2.8,1,1,0,0,1,0,0
29,40.5,0,3,3,4,3,3036.7,80.8,0.046,1,0,0,1,4,0,144.9,8.5,21.3,2.9,1.8,1,1,0,0,1,0,0
38,30.9,1,1,2,2,4,1652.2,42.2,0.202,0,0,0,0,3,0,419.3,11.9,83.1,4.3,0.9,1,1,0,1,0,0,0
58,19.9,1,1,2,2,2,886.1,48.6,0.393,1,0,0,0,3,1,574.8,25.1,95.0,10.5,6.3,1,1,0,1,0,0,0
30,14.7,1,2,2,3,3,1316.8,95.0,0.034,1,0,0,0,3,1,46.8,2.3,7.8,0.7,0.4,1,0,1,0,0,0,0
21,36.6,1,3,2,3,3,2262.1,87.8,0.082,0,0,0,0,3,1,202.6,10.7,37.3,1.2,1.4,1,1,0,1,0,0,0
18,25.9,0,1,1,1,3,2684.5,80.7,0.054,1,1,0,0,2,0,152.4,5.2,30.2,1.2,1.2,1,1,1,0,0,0,0
54,27.3,1,3,1,1,2,1591.6,-11.1,0.284,0,0,0,0,3,0,629.8,48.6,87.5,9.5,0.7,1,1,0,0,0,1,0
31,16.2,0,3,2,1,1,1205.2,89.9,0.139,1,0,0,0,4,0,194.6,9.4,31.0,3.7,2.8,1,1,1,0,0,0,0
16,20.7,0,3,3,3,3,2999.0,4.7,0.038,1,0,0,0,3,0,117.7,9.6,12.1,3.5,0.6,1,1,1,0,0,0,0
53,32.2,1,5,1,1,1,1234.4,6.8,0.067,1,1,1,0,3,0,88.3,1.8,16.7,1.6,0.3,1,1,1,0,0,0,0
56,15.2,1,4,1,3,2,2408.9,53.0,0.198,0,0,0,0,3,1,593.5,18.7,104.9,11.0,7.5,1,1,0,0,0,1,0
65,17.8,1,2,3,2,2,1615.0,34.0,0.244,1,0,0,0,3,0,522.1,42.9,61.2,11.8,1.4,1,1,0,0,0,1,0
22,38.8,1,2,1,3,1,2819.8,44.7,0.082,0,0,0,0,3,1,252.7,8.2,40.8,6.3,3.4,1,1,1,0,0,0,0
62,13.6,1,5,2,2,3,1839.0,17.5,0.049,0,0,0,0,3,0,94.5,1.6,15.0,3.1,0.9,1,1,0,0,1,0,0
27,24.8,1,2,1,1,4,978.7,63.6,0.33,0,0,0,0,4,0,482.5,32.6,77.7,4.6,1.4,1,1,0,0,1,0,0
47,11.1,0,2,1,3,2,2249.9,-10.6,0.206,0,0,0,1,3,1,583.6,27.4,86.5,14.2,7.0,1,1,0,1,0,0,0
17,24.7,0,1,2,1,3,2801.9,76.3,0.02,1,0,0,0,3,1,57.5,3.4,7.3,1.7,0.1,1,1,0,0,1,0,0
67,45.4,0,3,1,3,1,2269.6,60.5,0.065,0,0,0,0,2,1,157.3,3.4,32.6,1.5,1.0,1,1,0,0,0,1,0
66,12.2,0,2,1,1,3,1905.5,53.2,0.089,0,0,0,0,4,0,185.3,13.1,22.9,4.6,0.6,1,1,1,0,0,0,0
54,27.2,1,1,2,2,2,969.3,98.3,0.418,0,0,0,0,3,1,695.3,59.6,78.6,15.8,6.9,1,1,0,1,0,0,0
28,27.8,1,5,1,1,1,1237.0,85.7,0.118,0,0,1,1,4,1,165.6,4.7,32.1,2.1,1.5,1,1,0,0,1,0,0
66,17.2,1,4,2,2,2,2055.0,0.8,0.244,1,0,0,0,4,1,664.4,19.8,133.5,5.7,1.8,1,1,0,1,0,0,0
43,36.6,1,1,1,2,3,3077.2,-12.3,0.024,0,0,0,0,3,1,76.4,1.7,13.2,1.9,0.1,1,1,1,0,0,0,0
34,26.8,1,3,1,4,1,1870.9,30.2,0.101,1,0,0,0,3,1,211.3,16.3,31.0,2.4,1.5,1,1,0,0,0,1,0
53,30.8,1,2,1,4,1,1934.5,34.4,0.083,1,0,0,0,3,1,174.4,12.8,21.0,4.3,0.3,1,1,0,0,1,0,0
34,15.0,1,2,1,3,1,2960.7,83.3,0.062,0,0,0,1,2,1,194.5,4.5,33.2,4.9,0.5,1,1,0,0,0,1,0
60,21.7,0,4,2,2,2,2418.3,92.9,0.135,0,0,0,0,3,1,378.3,29.7,42.7,9.8,0.3,1,1,0,0,1,0,0
18,34.4,0,3,2,3,3,1693.0,94.7,0.034,1,0,0,0,3,1,60.4,2.9,7.9,1.9,0.5,1,0,1,0,0,0,0
43,32.0,0,2,2,3,3,2052.5,84.8,0.049,1,0,1,0,3,1,106.3,6.7,13.9,2.6,1.6,1,0,0,1,0,0,0
20,20.9,1,1,1,2,1,1515.8,27.7,0.184,0,0,0,0,3,0,341.2,18.1,60.1,3.1,1.8,1,1,0,0,0,0,1
49,24.6,0,3,1,2,4,1708.7,-0.5,0.213,1,0,0,0,3,1,461.5,36.9,63.9,6.5,5.5,1,1,0,0,1,0,0
26,19.3,1,5,2,3,2,1215.5,18.1,0.243,1,0,0,0,3,1,390.9,34.0,44.8,8.4,2.6,1,1,0,0,1,0,0
50,16.9,1,1,3,3,3,1381.9,8.4,0.134,0,0,0,0,4,0,214.6,11.5,32.7,4.2,2.1,1,1,0,0,0,0,1
67,18.7,0,2,1,3,1,1759.2,53.4,0.147,0,0,0,0,3,1,303.9,14.0,56.4,2.5,0.3,1,1,1,0,0,0,0
21,36.5,0,5,1,2,1,2861.3,18.5,0.054,1,0,0,0,2,1,164.7,3.9,26.4,4.8,0.9,1,1,0,0,1,0,0
44,18.4,0,4,3,2,2,2328.2,38.3,0.194,1,0,0,0,2,1,559.3,13.0,109.2,7.8,7.9,1,1,0,0,0,1,0
33,32.6,0,3,3,1,3,2304.7,42.7,0.02,0,0,1,1,3,1,47.6,3.5,5.3,1.4,0.2,1,1,0,0,0,1,0
56,40.8,0,2,1,4,1,1386.4,45.5,0.092,0,0,0,0,3,0,140.4,12.2,20.5,1.0,1.6,1,1,0,0,1,0,0
68,36.8,1,1,1,2,4,2645.4,88.6,0.109,1,0,0,0,4,1,323.4,8.0,63.3,4.2,2.0,1,1,1,0,0,0,0
56,26.2,1,1,1,2,3,1650.1,-11.3,0.091,1,0,0,0,3,1,165.6,6.6,27.2,3.4,0.9,1,1,0,0,0,1,0
25,29.8,1,3,2,4,1,1767.3,15.3,0.156,0,0,0,0,4,1,325.6,6.9,67.8,3.0,0.1,1,1,0,0,0,1,0
37,13.0,1,4,1,3,2,1460.7,-15.5,0.225,1,0,0,0,2,0,423.4,36.5,52.9,7.3,4.8,1,1,1,0,0,0,0
48,39.7,1,1,1,1,1,2928.6,-18.2,0.039,0,0,0,0,3,1,119.6,9.6,17.4,1.3,0.6,1,1,1,0,0,0,0
70,15.7,1,4,2,2,3,1450.6,89.7,0.108,0,0,0,0,3,1,175.7,2.3,31.5,4.5,2.4,1,1,0,0,1,0,0
22,34.0,1,2,2,2,3,1475.0,42.4,0.039,1,0,1,0,4,0,59.9,1.4,10.0,1.6,0.6,1,1,0,0,0,1,0
59,29.7,0,5,1,3,4,2686.7,21.5,0.129,0,0,0,0,3,1,397.6,5.4,72.3,9.7,4.0,1,1,0,0,0,1,0
53,33.6,1,1,1,1,4,985.1,45.6,0.358,1,0,0,0,3,0,548.2,36.7,84.0,7.3,5.7,1,1,1,0,0,0,0
41,17.8,0,2,1,2,2,748.2,-6.7,0.448,0,0,0,0,4,1,608.2,45.5,80.0,11.8,0.2,1,1,1,0,0,0,0
20,16.5,0,3,1,2,1,3040.7,10.9,0.022,1,0,1,0,3,0,69.2,3.1,9.4,2.1,0.4,1,1,0,1,0,0,0
26,23.4,0,2,2,2,4,1650.8,96.2,0.251,0,0,0,0,3,1,553.4,27.9,89.9,9.1,4.0,1,1,0,1,0,0,0
53,30.2,1,4,2,3,4,1094.5,2.2,0.263,0,0,0,0,2,0,390.4,15.3,68.8,6.0,3.9,1,1,0,0,1,0,0
23,35.3,0,1,2,2,4,1303.9,20.7,0.278,0,0,0,0,3,1,502.7,28.5,60.0,16.6,2.8,1,1,0,1,0,0,0
48,27.2,0,5,1,2,1,2681.3,22.3,0.074,1,0,1,0,2,1,215.4,7.3,43.2,1.5,3.2,1,1,0,0,0,0,1
33,27.5,1,2,1,1,3,1985.3,28.9,0.065,0,0,0,1,4,0,137.2,3.8,25.4,2.3,1.3,1,1,0,0,0,1,0
52,48.3,0,3,1,4,4,2563.3,1.2,0.167,0,0,0,0,3,1,512.5,8.7,106.6,5.7,3.6,1,1,0,1,0,0,0
69,34.5,1,2,1,1,2,1681.4,30.3,0.188,0,0,0,0,2,1,389.7,10.5,76.1,4.8,4.8,1,1,0,0,1,0,0
33,48.1,1,2,2,2,4,2488.5,-21.7,0.107,0,0,0,0,2,1,297.7,23.7,41.1,4.2,1.3,1,1,1,0,0,0,0
69,34.8,1,3,1,3,3,2187.0,78.2,0.025,0,0,0,0,3,1,56.2,3.2,7.4,1.5,0.3,1,1,0,0,1,0,0
22,25.6,1,2,3,1,1,1718.4,91.8,0.096,1,0,0,1,4,1,182.9,11.7,20.8,5.9,2.4,1,1,0,1,0,0,0
63,32.0,1,1,2,2,3,2852.7,-29.0,0.054,0,0,0,0,3,1,163.3,8.6,27.8,2.0,1.1,1,1,0,0,0,0,1
68,42.6,1,1,1,2,4,2432.0,65.8,0.131,0,0,0,0,2,0,367.7,6.8,62.6,10.0,2.7,1,1,0,0,0,1,0
60,23.5,0,3,2,3,1,2501.8,-29.6,0.09,1,0,0,0,3,1,246.0,6.5,45.1,4.4,2.4,1,1,0,1,0,0,0
65,27.0,1,4,1,2,3,1482.9,17.8,0.09,1,0,0,0,2,0,146.7,5.4,26.8,2.0,0.2,1,1,0,0,1,0,0
51,32.6,1,1,2,1,4,2113.0,-28.2,0.134,0,0,0,0,3,1,327.8,27.6,46.7,3.4,2.8,1,1,0,1,0,0,0
61,45.6,1,4,1,2,2,1741.8,23.1,0.286,1,0,0,0,3,1,698.3,23.5,112.7,17.0,3.3,1,1,1,0,0,0,0
59,34.8,0,4,3,2,4,2130.5,13.3,0.195,1,0,0,0,4,0,515.6,16.4,103.0,4.2,0.5,1,1,1,0,0,0,0
67,38.1,1,2,3,3,1,2267.4,-12.9,0.056,1,0,0,0,2,0,135.5,6.8,17.5,4.3,1.8,1,1,1,0,0,0,0
47,34.3,0,2,3,2,3,2163.8,93.5,0.052,0,0,0,0,3,1,118.4,2.9,19.7,3.1,0.9,1,1,0,0,0,1,0
25,17.5,1,2,2,2,4,983.4,80.0,0.286,0,0,0,0,3,1,394.1,25.9,55.8,7.5,2.9,1,1,0,0,0,0,1
26,31.0,0,1,3,1,2,1714.3,-26.6,0.18,0,0,0,0,4,0,376.9,26.4,47.1,9.2,5.0,1,1,0,0,0,1,0
22,19.9,0,4,2,2,1,1853.2,100.0,0.038,0,0,0,0,2,0,72.7,4.3,10.9,1.3,1.0,1,1,0,0,0,0,1
34,29.1,0,3,2,1,2,2480.7,71.3,0.208,1,0,0,0,3,0,652.9,12.5,107.8,19.1,1.3,1,1,1,0,0,0,0
63,24.4,0,2,1,2,4,2549.8,75.4,0.145,0,0,0,0,2,1,432.5,23.7,67.6,7.5,4.9,1,1,1,0,0,0,0
45,30.9,1,5,2,2,4,1560.7,87.4,0.268,0,0,0,0,2,1,570.3,27.6,102.6,5.5,1.0,1,1,1,0,0,0,0
18,25.1,1,2,2,3,1,2695.7,79.6,0.023,1,0,0,0,3,0,64.7,4.4,9.1,1.2,0.8,1,1,0,1,0,0,0
44,43.2,0,4,1,1,3,2896.9,-7.7,0.02,0,0,0,0,4,0,59.1,3.1,10.9,0.3,0.1,1,1,0,0,0,0,1
35,36.3,0,3,2,1,2,1157.1,54.3,0.235,0,0,0,0,4,1,355.6,30.3,35.0,10.5,1.1,1,1,1,0,0,0,0
35,31.8,0,1,3,3,4,1640.7,78.4,0.253,1,1,0,0,3,0,555.1,31.3,93.6,6.2,4.6,1,1,0,1,0,0,0
63,33.4,0,3,2,4,4,1441.2,4.8,0.172,0,0,0,0,4,0,299.4,4.2,56.2,6.5,2.5,1,1,0,0,0,0,1
38,12.9,0,2,1,2,2,1826.8,30.9,0.244,0,0,0,0,3,0,589.7,48.1,60.5,17.3,5.7,1,1,1,0,0,0,0
59,30.4,0,4,2,2,4,1201.4,99.2,0.223,1,0,1,1,3,1,343.8,19.9,59.6,2.9,2.1,1,1,0,0,1,0,0
26,32.1,1,1,1,2,1,2166.7,70.1,0.085,0,0,0,0,4,0,201.0,17.5,20.4,5.5,2.3,1,1,0,0,1,0,0
22,20.5,1,2,2,1,1,2792.7,88.4,0.025,1,0,0,0,2,1,72.2,1.5,12.8,1.7,0.9,1,0,1,0,0,0,0
39,14.4,0,1,3,3,4,1506.9,16.9,0.227,0,0,0,0,3,0,441.6,8.3,86.3,7.0,5.0,1,1,1,0,0,0,0
24,26.5,0,2,3,3,1,1857.6,14.0,0.132,1,0,0,0,2,0,283.3,18.8,39.3,5.6,0.3,1,1,0,1,0,0,0
57,12.3,1,3,2,3,3,1897.2,10.8,0.095,1,0,0,0,3,0,199.4,13.0,23.5,5.9,2.2,1,1,0,1,0,0,0
44,25.1,1,3,1,2,4,2211.3,63.5,0.203,0,0,0,0,3,1,561.9,10.6,104.0,11.5,3.1,1,1,0,0,0,1,0
51,34.4,0,1,1,3,2,2424.9,79.4,0.158,1,0,0,0,2,1,456.4,20.2,73.8,8.9,5.0,1,1,0,0,1,0,0
52,42.2,1,4,3,2,2,1516.1,62.9,0.229,0,0,0,0,4,1,449.6,32.1,54.6,11.4,4.5,1,1,0,0,0,1,0
65,18.4,0,2,1,1,2,1698.7,37.5,0.23,1,0,0,0,3,0,506.2,20.3,83.2,10.2,4.5,1,1,0,1,0,0,0
47,14.9,0,1,2,1,1,2427.4,89.8,0.073,1,0,1,0,3,1,192.1,2.9,40.9,1.9,1.6,1,0,0,0,1,0,0
25,44.6,1,2,1,3,4,826.3,33.5,0.407,1,0,0,0,4,1,566.2,44.8,82.0,6.5,6.6,1,1,1,0,0,0,0
44,23.0,0,3,2,3,4,2253.7,51.2,0.18,0,0,0,0,3,1,493.5,11.7,83.1,12.7,0.7,1,1,0,1,0,0,0
58,27.7,0,4,2,2,3,2303.7,45.0,0.026,1,0,0,0,2,1,62.3,3.4,10.7,0.7,0.6,1,0,0,0,0,1,0
50,16.6,1,1,2,3,1,2597.2,-27.0,0.083,1,0,0,0,3,1,236.0,10.1,45.3,1.6,3.1,1,1,0,0,1,0,0
22,21.5,1,4,1,4,1,2313.2,11.6,0.063,1,0,0,0,2,1,154.3,2.2,33.8,1.1,0.9,1,0,0,0,1,0,0
31,34.8,1,2,1,1,4,1135.1,42.0,0.203,0,0,1,0,3,1,289.3,17.4,34.8,8.9,0.1,1,1,0,1,0,0,0
42,40.8,0,1,3,2,2,1823.0,30.4,0.215,0,0,0,0,2,1,498.3,40.3,64.0,9.0,0.0,1,1,0,0,0,0,1
46,35.0,0,2,1,2,3,1213.4,-14.0,0.125,1,0,0,0,4,1,173.1,9.5,28.4,2.4,1.0,1,1,0,0,1,0,0
67,32.3,0,3,3,3,3,1826.3,54.0,0.063,1,0,0,0,3,1,122.8,7.1,22.0,0.7,1.3,1,1,1,0,0,0,0
